ID,,Site,Layer,Unit,Other Name,Raw Material,Cortex Percent,Artifact class,Cortex Origin,Complete,Platform?,Initiated,Termination,Flake Geometry,Platform Preparation,PlatformAbrasion,Platform Width,Platform Thickness,Flaking Stage,Maximum Length,Technological Length,Maximum Width,Technological Width,Thickness,Mass,Notes,Photo
8,,SBF,4b,Brown ash,,Quartz,0%,Flake,,Mesial,Yes,Bulb,Step,Kite,No prepared,No,6.83,5.75,Main,10.83,10.74,4.85,5.18,3.82,0.23,,N
9,,SBF,4b,Brown ash ,,Quartz,0%,Flake,,Indeterminate,Yes,No bulb,Overshot,Triangular,No prepared,Yes,11.61,4.55,Main,13.98,14,7.6,7.81,4.65,0.46,,N
10,,SBF,4b,Brown Ash ,,Quartz,0%,Flake,,Indeterminate,Yes,Bulb,Feather,Triangular,Residual grooves on platform,No,6.23,2.06,Main,10.09,9.36,6.09,9.12,1.91,0.11,,N
11,,SBF,4b,Brown Ash,,Quartz,0%,Flake,,Proximal,Yes,Bulb,Step,Ovular,No prepared,No,4,1.69,Main,9.36,10.36,9.44,9.34,3.21,0.33,,N
12,,SBF,4b,Brown Ash,,Quartzite,0%,Flake,,Proximal,Yes,Bulb,Step,Rhombus,Residual grooves on platform,No,12.02,4.66,Main,30.53,26.09,20.63,26.08,7.34,5.58,,N
13,,SBF,4b,Brown Ash ,,Quartz,0%,Flake,,Distal,Yes,Bulb,Feather,Rectangular,Residual grooves on platform,No,5.8,2.16,Main,9.57,8.14,9.54,9.54,3.27,0.26,,N
14,,SBF,4b,Below remains 2,,CCS,41-60%,Flake,Cobble,Complete,No,No bulb,Feather,Rectangular,,,,,Main,15.89,15.78,5.47,6.06,2.35,0.31,,N
15,,SBF,4b,Below remains 2,,CCS,0%,Flake,,Complete,Yes,Bulb,Feather,Rhombus,Residual grooves on platform,No,6.67,2.28,Main,19.15,18.9,13.71,12.48,4.94,1.42,,N
16,,SBF,4b,Below remains 2,,CCS,41-60%,Flake,Cobble,Indeterminate,Yes,No bulb,Feather,Triangular,Indeterminate,Yes,12.38,5.06,Main,21.45,21.65,12.14,12.06,5.05,1.42,,N
17,,SBF,4b,Below remains 2,,Hornfel,0%,Flake,,Proximal,Yes,Bulb,Feather,Kite,Residual grooves on platform,No,9.92,12.83,Main,23.9,21.71,21.1,21.1,8.86,3.07,,N
18,,SBF,4b,Below remains 2,,CCS,11-40%,Flake,Outcrop,Distal,No,No bulb,Step,Triangular,No prepared,Indeterminate,,,Main,26.98,25.04,15.01,14.94,4.26,1.51,,N
19,,SBF,4b,Below remains 2,,Quartz,61-90%,Flake,Cobble,Indeterminate,Yes,Bulb,Feather,Ovular,Indeterminate,Yes,7.4,7.11,Main,18.5,18.2,10.74,11.2,6.97,1.33,,N
20,,SBF,4b,BelowRemains 2,,Quartz,41-60%,Flake,Cobble,Mesial,Yes,Bulb,Feather,Rhombus,Full grooves through platform,No,8.33,3.88,Main,13.37,12.46,8.35,8.45,4.8,0.72,,N
21,,SBF,4b,Below remains 2,,Quartz,1-10%,Flake,Outcrop,Indeterminate,No,No bulb,Feather,Rectangular,,,,,Main,16.35,16.8,6.64,6.7,4.34,0.45,,N
22,,SBF,4b,Brown Ash 3,,Quartz,1-10%,Flake,Cobble,Complete,No,No bulb,Feather,Ovular,,,,,Main,8.98,8.98,7.95,7.95,1.78,0.13,,N
23,,SBF,4b,Brown Ash 3,,Quartz,11-40%,Flake,Cobble,Complete,No,Bulb,Feather,Kite,,,,,Main,26.72,24.48,11.05,11.35,2.52,0.92,,N
24,,SBF,4b,Brown Ash 3,,Quartz,0%,Flake,,Complete,No,No bulb,Feather,Triangular,,,,,Main,15.54,15.21,4.43,4.43,1.68,0.13,,N
25,,SBF,4b,Brown Ash 3,,Quartz,0%,Flake,,Complete,No,No bulb,Feather,Kite,,,,,Main,21.45,20.49,11.01,9.78,3.34,1,,N
26,,SBF,4b,Brown Ash 3,,Quartz,0%,Flake,,Complete,No,No bulb,Feather,Rhombus,,,,,Main,11.13,8.86,5.99,6.1,1.73,0.13,,N
27,,SBF,4b,Brown Ash 3,,Quartz,0%,Flake,,Complete,No,No bulb,Feather,Trapezoidal,,,,,Main,10.9,10.67,5.95,5.95,1.53,0.13,,N
28,,SBF,4b,Brown Ash 3,,Quartz,0%,Flake,,Complete,No,No bulb,Feather,Rhombus,,,,,Main,12.25,9.42,8.06,8.06,2.07,0.25,,N
29,,SBF,4b,Brown Ash 3,,Quartz,0%,Flake,,Complete,No,Bulb,Feather,Ovular,,,,,Main,11.03,11.03,6.95,6.95,2.23,0.14,,N
30,,SBF,4b,Brown Ash 3,,Quartz,1-10%,Flake,Outcrop,Indeterminate,No,No bulb,Overshot,Kite,,,,,Main,9.73,9.75,6.59,6.59,2.49,0.2,,N
31,,SBF,4b,Brown Ash 3,,Quartz,1-10%,Flake,Outcrop,Distal,No,No bulb,Feather,Ovular,,,,,Main,11.56,10.56,6.4,6.4,3.05,0.29,,N
32,,SBF,4b,Brown Ash 3,,Quartz,1-10%,Flake,Cobble,Indeterminate,Yes,No bulb,Overshot,Circular,Residual grooves on platform,Yes,9.28,4.93,Main,14.5,12.43,10.66,10.66,7.71,1.52,,N
33,,SBF,4b,Brown Ash 3,,Quartz,11-40%,Flake,Cobble,Mesial,Yes,No bulb,Step,Trapezoidal,Indeterminate,No,12.22,2.83,Main,18.59,11.69,7.85,7.85,2.75,0.42,,N
34,,SBF,4b,Brown Ash 3,,Quartz,1-10%,Flake,Outcrop,Mesial,Yes,No bulb,Step,Triangular,Full grooves through platform,No,13.05,2.99,Main,12.1,12.01,6.55,6.55,2.72,0.28,,N
35,,SBF,4b,Brown Ash 3,,Quartz,41-60%,Flake,Cobble,Proximal,Yes,Bulb,Step,Triangular,Residual grooves on platform,No,10,3.01,Main,9.65,9.65,6.77,6.77,3.34,0.33,,N
36,,SBF,4b,Brown Ash 3,,Quartz,11-40%,Flake,Cobble,Indeterminate,Yes,Bulb,Feather,Triangular,Residual grooves on platform,No,9.89,5.77,Main,12.46,12.42,9.71,9.71,4.46,0.52,,N
37,,SBF,4b,Brown Ash 3,,Quartz,61-90%,Flake,Cobble,Mesial,Yes,Bulb,Feather,Triangular,Residual grooves on platform,No,9.96,4.66,Main,12.26,12.24,9.54,9.54,4.23,0.56,,N
38,,SBF,4b,Brown Ash 3,,Quartz,1-10%,Flake,Outcrop,Distal,Yes,Bulb,Step,Rectangular,Indeterminate,No,9.88,1.78,Main,11.18,11.18,8.93,8.93,2.13,0.32,,N
39,,SBF,4b,Brown Ash 3,,Quartz,1-10%,Flake,Outcrop,Indeterminate,Yes,Bulb,Step,Circular,Indeterminate,No,9.39,2.78,Main,11.67,11.67,11.61,11.61,3.55,0.53,,N
40,,SBF,4b,Brown Ash 3,,Quartz,0%,Flake,,Indeterminate,No,No bulb,Feather,Triangular,,,,,Main,9.24,9.24,4.85,4.85,2.96,0.15,,N
41,,SBF,4b,Brown Ash 3,,Quartz,0%,Flake,,Indeterminate,No,No bulb,Feather,Rectangular,,,,,Main,9.59,9.59,6.59,6.59,1.36,0.12,,N
42,,SBF,4b,Brown Ash 3,,Quartz,0%,Flake,,Distal,No,No bulb,Feather,Triangular,,,,,Main,10.05,10.05,3.29,3.29,1.53,0.09,,N
43,,SBF,4b,Brown Ash 3,,Quartz,0%,Flake,,Indeterminate,Yes,No bulb,Feather,Triangular,Residual grooves on platform,No,9.45,2.2,Main,9.27,9.27,4.62,4.62,2.93,0.17,,N
44,,SBF,4b,Brown Ash 3,,Quartz,0%,Flake,,Indeterminate,Yes,No bulb,Feather,Kite,Residual grooves on platform,No,11.82,2.23,Main,15.97,15.97,14.15,14.15,2.99,0.7,,N
45,,SBF,4b,Brown Ash 3,,Quartz,0%,Flake,,Distal,Yes,No bulb,Step,Triangular,Residual grooves on platform,No,13.52,3.44,Main,14.21,14.21,7.98,7.98,4.27,0.64,,N
46,,SBF,4b,Brown Ash 3,,Quartz,0%,Flake,,Indeterminate,Yes,Bulb,Feather,Triangular,Indeterminate,No,8.56,1.21,Main,8.98,9.7,7.49,7.49,1.51,0.15,,N
47,,SBF,4b,BWA upper1.5,,Quartz,41-60%,Flake,Outcrop,Complete,No,No bulb,Feather,Trapezoidal,,,,,Main,24.07,22.37,3.19,3.19,4.57,0.54,,N
48,,SBF,4b,BWA upper1.5,,Quartz,61-90%,Flake,Cobble,Complete,No,No bulb,Feather,Circular,,,,,Main,17.09,17.09,15.68,15.68,4.54,1.35,,N
49,,SBF,4b,BWA upper1.5,,Quartz,1-10%,Flake,Outcrop,Complete,No,No bulb,Feather,Rhombus,,,,,Main,16.48,16.04,9.67,9.67,3.51,0.78,,N
50,,SBF,4b,BWA upper1.5,,Quartz,1-10%,Flake,Cobble,Complete,No,No bulb,Feather,Triangular,,,,,Main,24.31,22.86,12.06,12.06,4.45,1.44,,N
51,,SBF,4b,BWA upper1.5,,Quartz,41-60%,Flake,Cobble,Complete,No,No bulb,Step,Trapezoidal,,,,,Main,19.19,19.15,10,9.9,5.61,1.08,,N
52,,SBF,4b,BWA upper1.5,,Quartz,41-60%,Flake,Cobble,Complete,No,No bulb,Feather,Triangular,,,,,Main,15.76,15.76,8.59,8.59,3.86,0.41,,N
53,,SBF,4b,BWA upper1.5,,Quartz,11-40%,Flake,Cobble,Complete,No,No bulb,Feather,Triangular,,,,,Main,10.76,10.76,6.23,6.2,1.75,0.16,,N
54,,SBF,4b,BWA upper1.5,,Quartz,41-60%,Flake,Cobble,Complete,No,Bulb,Feather,Rhombus,,,,,Main,11.15,11.15,7.68,7.68,2.38,0.24,,N
55,,SBF,4b,BWA upper1.5,,Quartz,11-40%,Flake,Cobble,Complete,No,Bulb,Feather,Rhombus,,,,,Main,13.24,13.17,9.96,9.96,2.42,0.38,,N
56,,SBF,4b,BWA upper1.5,,Quartz,41-60%,Flake,Cobble,Complete,No,Bulb,Feather,Kite,,,,,Main,15.38,15.38,7.85,6.52,2.62,0.28,,N
57,,SBF,4b,BWA upper1.5,,Quartz,0%,Flake,,Indeterminate,No,No bulb,Feather,Trapezoidal,,,,,Main,14.43,14.4,8.31,8.31,3.93,0.47,,N
58,,SBF,4b,BWA upper1.5,,Quartz,0%,Flake,,Indeterminate,No,No bulb,Feather,Triangular,,,,,Main,11.91,11.75,6.14,6.14,1.87,0.16,,N
59,,SBF,4b,BWA upper1.5,,Quartz,61-90%,Flake,Cobble,Mesial,No,No bulb,Step,Rhombus,,,,,Main,34.27,30.65,18.69,17.54,11.04,7.61,,N
60,,SBF,4b,BWA upper1.5,,Quartz,41-60%,Flake,Cobble,Indeterminate,No,No bulb,Overshot,Kite,,,,,Main,19.23,19.18,8.13,8.13,4.55,0.72,,N
61,,SBF,4b,BWA upper1.5,,Quartz,1-10%,Flake,Outcrop,Distal,No,No bulb,Feather,Trapezoidal,,,,,Main,15.29,14.6,9.89,9.89,3.13,0.53,,N
62,,SBF,4b,BWA upper1.5,,Quartz,1-10%,Flake,Outcrop,Distal,No,No bulb,Step,Kite,,,,,Main,11.11,11.11,4.83,4.83,3.92,0.23,,N
63,,SBF,4b,BWA upper1.5,,Quartz,41-60%,Flake,Cobble,Proximal,No,No bulb,Step,Rectangular,,,,,Main,10.2,10.2,6.23,6.23,2.07,0.22,,N
64,,SBF,4b,BWA upper1.5,,Quartz,1-10%,Flake,Outcrop,Indeterminate,No,No bulb,Feather,Rectangular,,,,,Main,9.6,9.33,4.56,4.56,2.55,0.16,,N
65,,SBF,4b,BWA upper1.5,,Quartz,41-60%,Flake,Cobble,Mesial,Yes,No bulb,Feather,Triangular,Residual grooves on platform,Yes,4.56,2.81,Main,26.47,26.5,10.52,10.52,4.48,1.38,,N
66,,SBF,4b,BWA upper1.5,,Quartz,1-10%,Flake,Cobble,Distal,Yes,No bulb,Feather,Ovular,Indeterminate,Yes,3.8,2.99,Main,11.6,11.6,9.61,8.36,3.52,0.49,,N
67,,SBF,4b,BWA upper1.5,,Quartz,1-10%,Flake,Cobble,Indeterminate,Yes,No bulb,Feather,Kite,Residual grooves on platform,Yes,5.35,3.1,Main,12.34,11.13,10.34,10.34,5.64,0.59,,N
68,,SBF,4b,BWA upper1.5,,Quartz,1-10%,Flake,Outcrop,Distal,Yes,No bulb,Feather,Rhombus,Indeterminate,Yes,11.31,1.7,Main,12.4,10.45,9.75,9.75,4.76,0.48,,N
69,,SBF,4b,BWA upper1.5,,Quartz,1-10%,Flake,Outcrop,Indeterminate,Yes,No bulb,Feather,Trapezoidal,Full grooves through platform,No,4.5,2.32,Main,16.47,14.31,7.67,7.67,3.38,0.44,,N
70,,SBF,4b,BWA upper1.5,,Quartz,11-40%,Flake,Cobble,Proximal,Yes,No bulb,Feather,Rhombus,Residual grooves on platform,Yes,8.79,1.47,Main,9.14,9.14,5.88,5.88,1.7,0.15,,N
71,,SBF,4b,BWA upper1.5,,Quartz,91-99%,Flake,Cobble,Proximal,Yes,Bulb,Feather,Ovular,Indeterminate,No,18.99,7.14,Main,19.97,17.08,17.23,14.98,6.55,2.85,,N
72,,SBF,4b,BWA upper1.5,,Quartz,61-90%,Flake,Cobble,Mesial,Yes,Bulb,Feather,Ovular,No prepared,No,14.83,5.52,Main,15.93,14.5,15.53,15.53,4.4,1.44,,N
73,,SBF,4b,BWA upper1.5,,Quartz,1-10%,Flake,Outcrop,Distal,Yes,Bulb,Step,Rhombus,Indeterminate,No,3.92,2.71,Main,23.61,23.24,6.4,6.4,6.38,1.51,,N
74,,SBF,4b,BWA upper1.5,,Quartz,11-40%,Flake,Outcrop,Indeterminate,Yes,Bulb,Feather,Trapezoidal,Full grooves through platform,Yes,18.66,3.5,Main,21.37,19.07,11.19,10.63,3.38,1.77,,N
75,,SBF,4b,BWA upper1.5,,Quartz,11-40%,Flake,Outcrop,Indeterminate,Yes,Bulb,Overshot,Trapezoidal,Full grooves through platform,No,13.13,5.7,Main,16.72,15.33,11.25,11.25,5.28,1.32,,N
76,,SBF,4b,BWA upper1.5,,Quartz,41-60%,Flake,Cobble,Indeterminate,Yes,Bulb,Feather,Circular,Indeterminate,Yes,14.49,4.62,Main,13.95,11.4,11.54,11.54,4.37,0.8,,N
77,,SBF,4b,BWA upper1.5,,Quartz,1-10%,Flake,Cobble,Proximal,Yes,Bulb,Feather,Rectangular,No prepared,No,10.45,2.04,Main,11.28,9.04,7.6,7.6,1.98,0.28,,N
78,,SBF,4b,BWA upper1.5,,Quartz,1-10%,Flake,Outcrop,Mesial,Yes,Bulb,Feather,Rectangular,Full grooves through platform,No,7,2.35,Main,11.82,11.82,8.11,8,2.63,0.25,,N
79,,SBF,4b,BWA upper1.5,,Quartz,11-40%,Flake,Cobble,Distal,Yes,Bulb,Feather,Rhombus,Indeterminate,Yes,5.44,2.3,Main,12.47,9.73,7.11,7.11,1.79,0.28,,N
80,,SBF,4b,BWA upper1.5,,Quartz,1-10%,Flake,Cobble,Distal,Yes,Bulb,Step,Trapezoidal,Residual grooves on platform,No,10.52,4.86,Main,10.02,10.02,5.23,4.19,4.45,0.24,,N
81,,SBF,4b,BWA upper1.5,,Quartz,0%,Flake,,Proximal,No,No bulb,Feather,Rhombus,,,,,Main,10.04,10.04,7.26,5.4,2.48,0.21,,N
82,,SBF,4b,BWA upper1.5,,Quartz,0%,Flake,,Distal,No,No bulb,Feather,Trapezoidal,,,,,Main,15.52,15.52,10.36,10.36,1.33,0.28,,N
83,,SBF,4b,BWA upper1.5,,Quartz,0%,Flake,,Indeterminate,No,No bulb,Feather,Rhombus,,,,,Main,9.07,9.07,5.45,5.45,1.81,0.16,,N
84,,SBF,4b,BWA upper1.5,,Quartz,0%,Flake,,Indeterminate,No,No bulb,Feather,Rhombus,,,,,Main,18.49,17.16,10.44,10,3.91,0.99,,N
85,,SBF,4b,BWA upper1.5,,Quartz,0%,Flake,,Proximal,Yes,,Feather,Ovular,Full grooves through platform,No,4.46,0.54,Main,10.55,10.55,5.5,5.2,1.56,0.08,,N
86,,SBF,4b,BWA upper1.5,,Quartz,0%,Flake,,Distal,Yes,,Feather,Ovular,Full grooves through platform,Yes,5,1.01,Main,11.22,11.22,5.12,5.1,1.83,0.12,,N
87,,SBF,4b,BWA upper1.5,,Quartz,0%,Flake,,Distal,Yes,,Feather,Triangular,Indeterminate,No,12.2,3.36,Main,12.02,8.26,7.25,7.25,4.22,0.27,,N
88,,SBF,4b,BWA upper1.5,,Quartz,0%,Flake,,Proximal,Yes,,Step,Ovular,Residual grooves on platform,No,14.05,2.21,Main,21.78,21.26,4.76,4.76,3.61,0.34,,N
89,,SBF,4b,BWA upper1.5,,Quartz,0%,Flake,,Distal,Yes,Bulb,Feather,Rhombus,Indeterminate,No,6.18,1.96,Main,8.68,8.68,8.56,8.56,1.85,0.15,,N
90,,SBF,4b,BWA upper1.5,,Quartz,0%,Flake,,Mesial,Yes,Bulb,Feather,Trapezoidal,Indeterminate,No,7.42,2.67,Main,10.81,10.81,6.11,5.95,1.95,0.17,,N
91,,SBF,4b,BWA upper1.5,,Quartz,0%,Flake,,Indeterminate,Yes,Bulb,Step,Rhombus,Full grooves through platform,No,8,3.56,Main,15.93,15.93,10.82,10.85,4.18,0.63,,N
92,,SBF,4a,Lower furnaceJ3,,Quartz,61-90%,Flake,Cobble,Complete,No,No bulb,Feather,Rhombus,,,,,Main,33.35,30.82,21.82,20.72,13.4,11.58,,N
93,,SBF,4a,Lower furnaceJ3,,Quartz,11-40%,Flake,Cobble,Complete,No,No bulb,Feather,Rhombus,,,,,Main,35.42,35.23,24.61,23.15,9.73,9.54,,N
94,,SBF,4a,Lower furnaceJ3,,Quartz,41-60%,Flake,Cobble,Complete,No,No bulb,Feather,Rectangular,,,,,Main,34.12,31,17.62,17.28,8.4,4.97,,N
95,,SBF,4a,Lower furnaceJ3,,Quartz,41-60%,Flake,Cobble,Complete,No,No bulb,Feather,Circular,,,,,Main,16.83,16.99,12.32,11.94,5.64,1,,N
96,,SBF,4a,Lower furnaceJ3,,Quartz,1-10%,Flake,Cobble,Complete,No,No bulb,Step,Kite,,,,,Main,19.22,18.89,12.35,12.35,3.57,0.72,,N
97,,SBF,4a,Lower furnaceJ3,,Quartz,1-10%,Flake,Cobble,Complete,No,No bulb,Feather,Rectangular,,,,,Main,14.22,13.09,7.26,7.26,2.02,0.25,,N
98,,SBF,4a,Lower furnaceJ3,,Quartz,1-10%,Flake,Cobble,Complete,No,Bulb,Feather,Kite,,,,,Main,15.5,13.99,8.41,8.41,3.47,0.36,,N
99,,SBF,4a,Lower furnaceJ3,,Quartz,11-40%,Flake,Cobble,Complete,No,Bulb,Feather,Rectangular,,,,,Main,15.66,15.02,9.37,9.22,3.2,0.34,,N
100,,SBF,4a,Lower furnaceJ3,,Quartz,0%,Flake,,Complete,No,No bulb,Feather,Rhombus,,,,,Main,20.85,20.61,14.67,14.67,2.24,0.65,,N
101,,SBF,4a,Lower furnaceJ3,,Quartz,0%,Flake,,Complete,No,No bulb,Feather,Kite,,,,,Main,14.21,14.21,4.23,4.23,2.8,0.11,,N
102,,SBF,4a,Lower furnaceJ3,,Quartz,0%,Flake,,Complete,No,No bulb,Feather,Trapezoidal,,,,,Main,17.12,16.61,9.15,9.15,2.67,0.29,,N
103,,SBF,4a,Lower furnaceJ3,,Quartz,0%,Flake,,Complete,No,Bulb,Feather,Rectangular,,,,,Main,10.11,10.11,6.09,6.09,3.18,0.14,,N
104,,SBF,4a,Lower furnaceJ3,,Quartz,61-90%,Flake,Cobble,Indeterminate,No,No bulb,Step,Trapezoidal,No prepared,No,,,Main,13.62,13.58,10.3,10.3,4.77,0.52,,N
105,,SBF,4a,Lower furnaceJ3,,Quartz,1-10%,Flake,Outcrop,Indeterminate,No,No bulb,Feather,Rhombus,Indeterminate,No,,,Main,16.75,16.72,10.27,10.27,4.9,0.77,,N
106,,SBF,4a,Lower furnaceJ3,,Quartz,1-10%,Flake,Outcrop,Mesial,No,No bulb,Feather,Rectangular,Full grooves through platform,Yes,,,Main,10.31,10.31,6.8,6.08,1.53,0.09,,N
107,,SBF,4a,Lower furnaceJ3,,Quartz,41-60%,Flake,Cobble,Mesial,No,No bulb,Feather,Trapezoidal,Full grooves through platform,No,,,Main,19.07,19.07,9.84,9.82,6.98,1.49,,N
108,,SBF,4a,Lower furnaceJ3,,Quartz,1-10%,Flake,Cobble,Indeterminate,Yes,No bulb,Feather,Trapezoidal,No prepared,No,6.24,2.04,Main,10.25,9.71,8.93,8.93,2.68,0.25,,N
109,,SBF,4a,Lower furnaceJ3,,Quartz,11-40%,Flake,Cobble,Proximal,Yes,No bulb,Overshot,Triangular,Full grooves through platform,Yes,2.81,3.73,Main,14.91,11.44,6.41,6.07,3.42,0.3,,N
110,,SBF,4a,Lower furnaceJ3,,Quartz,1-10%,Flake,Cobble,Indeterminate,Yes,No bulb,Feather,Rhombus,Residual grooves on platform,No,7.29,1.99,Main,16.67,14.47,12.01,8.69,3.61,0.66,,N
111,,SBF,4a,Lower furnaceJ3,,Quartz,1-10%,Flake,Cobble,Indeterminate,Yes,No bulb,Feather,Ovular,No prepared,No,10.21,3.11,Main,10.75,8.8,9.78,9.78,3.11,0.27,,N
112,,SBF,4a,Lower furnaceJ3,,Quartz,1-10%,Flake,Cobble,Indeterminate,Yes,No bulb,Feather,Kite,Residual grooves on platform,Yes,14.4,2.32,Main,17.8,17.95,7.29,5.47,3.73,0.44,,N
113,,SBF,4a,Lower furnaceJ3,,Quartz,41-60%,Flake,Cobble,Indeterminate,Yes,No bulb,Feather,Triangular,Residual grooves on platform,No,11.41,2.68,Main,12.67,11.23,6.94,5.5,2.72,0.21,,N
114,,SBF,4a,Lower furnaceJ3,,Quartz,1-10%,Flake,Cobble,Indeterminate,Yes,No bulb,Overshot,Ovular,No prepared,Yes,8.49,4.44,Main,12.26,11.92,7.19,6.07,4.89,0.32,,N
115,,SBF,4a,Lower furnaceJ3,,Quartz,11-40%,Flake,Cobble,Proximal,Yes,No bulb,Feather,Trapezoidal,Full grooves through platform,Yes,8.99,3.85,Main,13.68,11.04,8.27,13.03,4.67,0.5,,N
116,,SBF,4a,Lower furnaceJ3,,Quartz,41-60%,Flake,Cobble,Distal,Yes,No bulb,Feather,Rectangular,Full grooves through platform,Yes,8.61,2.08,Main,17.47,15.34,10.57,10.57,3.86,0.8,,N
117,,SBF,4a,Lower furnaceJ3,,Quartz,0%,Flake,,Indeterminate,No,No bulb,Feather,Rhombus,No prepared,No,6.97,3.09,Main,13.82,13.82,11.01,9.9,4.38,0.85,,N
118,,SBF,4a,Lower furnaceJ3,,Quartz,0%,Flake,,Mesial,Yes,No bulb,Feather,Kite,Full grooves through platform,No,15.48,2.88,Main,17.58,17.61,5.45,5.45,2.22,0.24,,N
119,,SBF,4a,Lower furnaceJ3,,Quartz,0%,Flake,,Indeterminate,Yes,No bulb,Feather,Rhombus,Residual grooves on platform,No,10.8,3.07,Main,15.5,14.72,7.49,7.03,2.21,0.3,,N
120,,SBF,4a,Lower furnaceJ3,,Quartz,0%,Flake,,Mesial,Yes,No bulb,Feather,Trapezoidal,Full grooves through platform,No,11.57,2.81,Main,14,13.97,5.2,5.2,3.12,0.4,,N
121,,SBF,4a,Lower furnaceJ3,,Quartz,0%,Flake,,Distal,Yes,No bulb,Overshot,Kite,No prepared,No,9.07,2.21,Main,13.73,13.65,8.64,8.64,2.77,0.31,,N
122,,SBF,4a,Lower furnaceJ3,,Quartz,0%,Flake,,Distal,Yes,No bulb,Step,Trapezoidal,Indeterminate,No,4.38,1.36,Main,10.42,8.57,5.31,5.31,2.06,0.14,,N
123,,SBF,4a,Lower furnaceJ3,,Quartz,0%,Flake,,Indeterminate,Yes,No bulb,Step,Triangular,Indeterminate,No,10.06,3.86,Main,13.3,10.55,7.77,7.77,3.86,0.4,,N
124,,SBF,4a,Lower furnaceJ3,,Quartz,0%,Flake,,Indeterminate,Yes,Bulb,Overshot,Rhombus,Residual grooves on platform,No,9.53,4.41,Main,27.49,24.01,15.75,14.81,4.29,2.13,,N
125,,SBF,4a,Lower furnaceJ3,,Quartz,0%,Flake,,Distal,Yes,Bulb,Feather,Rectangular,Full grooves through platform,No,6.1,2.84,Main,9.68,9.25,7.27,7.27,2.84,0.22,,N
126,,SBF,5a,Organic ManitisIII,,Quartz,41-60%,Flake,Cobble,Complete,Yes,Bulb,Feather,Rhombus,Residual grooves on platform,No,10.12,4.27,Main,24.24,23.96,16.29,15.68,6.64,2.32,,Y
127,,SBF,5a,Organic ManitisIII,,Quartz,1-10%,Flake,Cobble,Complete,Yes,Bulb,Feather,Triangular,Residual grooves on platform,No,6.75,3.18,Main,14.82,14.55,8.39,8.39,3.34,0.32,,Y
128,,SBF,5a,Organic ManitisIII,,Quartz,41-60%,Flake,Cobble,Complete,No,No bulb,Feather,Trapezoidal,,,,,Main,9.08,9.08,8.59,8.38,2.91,0.25,,Y
129,,SBF,5a,Organic ManitisIII,,Quartz,91-99%,Flake,Cobble,Complete,Yes,Bulb,Feather,Trapezoidal,Residual grooves on platform,No,9.43,3,Main,17.14,15.13,8.1,7.67,4.28,0.36,,Y
130,,SBF,5a,Organic ManitisIII,,Quartz,11-40%,Flake,Cobble,Complete,No,Bulb,Feather,Rhombus,,,,,Main,17.04,17.04,16.03,15.45,5.28,1.69,,Y
131,,SBF,5a,Organic ManitisIII,,Quartz,1-10%,Flake,Cobble,Complete,No,No bulb,Feather,Trapezoidal,,,,3,Main,14.51,14.3,9.51,9.5,2.34,0.29,,Y
132,,SBF,5a,Organic ManitisIII,,Quartz,1-10%,Flake,Cobble,Complete,Yes,Bulb,Feather,Rectangular,No prepared,No,7.65,,Main,13,12.56,9.09,9.09,2.9,0.35,,Y
133,,SBF,5a,Organic ManitisIII,,Quartz,11-40%,Flake,Cobble,Complete,No,Bulb,Feather,Kite,,,,,Main,16.06,13.62,12.54,12.54,5.52,0.93,,Y
134,,SBF,5a,Organic ManitisIII,,Quartz,0%,Flake,,Complete,No,No bulb,Feather,Trapezoidal,,,,,Main,14.03,14.03,9.24,9.24,2.32,0.37,,Y
135,,SBF,5a,Organic ManitisIII,,Quartz,0%,Flake,,Complete,Yes,No bulb,Feather,Rectangular,Indeterminate,Yes,4.3,2,Main,14.5,14.63,6.91,7.11,4.3,0.53,,Y
136,,SBF,5a,SpunkyBlues,,Quartz,11-40%,Flake,Cobble,Complete,Yes,Bulb,Feather,Trapezoidal,No prepared,No,11.6,6,Main,20.6,20.23,18.7,14.46,5.85,2.43,,Y
137,,SBF,5a,SpunkyBlues,,Quartz,0%,Flake,,Complete,Yes,Bulb,Feather,Trapezoidal,Residual grooves on platform,No,15.62,4.93,Main,16.34,14.18,14.9,14.62,2.84,0.86,,Y
138,,SBF,5a,SpunkyBlues,,Quartz,1-10%,Flake,Cobble,Complete,No,No bulb,Feather,Rhombus,,,,,Main,10.45,10.45,5.29,5.29,2.23,0.12,,Y
139,,SBF,5a,SpunkyBlues,,Quartz,0%,Flake,,Complete,No,No bulb,Feather,Rhombus,,,,,Main,7.95,7.95,7.13,7.13,2.12,0.16,,Y
140,,SBF,5a,SpunkyBlues,,Quartz,1-10%,Flake,Outcrop,Complete,No,Bulb,Feather,Rhombus,,,,,Main,13.2,13.19,10.38,10.38,2.81,0.4,,Y
141,,SBF,5a,SpunkyBlues,,Quartzite,41-60%,Flake,Cobble,Complete,Yes,Bulb,Feather,Triangular,Indeterminate,No,21.25,8.3,Main,26.88,26.51,23.39,23.11,9.85,5.77,,Y
142,,SBF,5a,SpunkyBlues,,Quartzite,11-40%,Flake,Cobble,Complete,Yes,No bulb,Feather,Kite,No prepared,No,13.39,4.05,Main,19.94,17.48,8.52,6.52,3.64,0.57,,Y
