ID,SITE,STRAT,UNIT,NAMED_ID,OTHERUNIT,RAWMATERIAL,CORTEX,CORTEXTYPE,ARTIFACTCLASS,COMPLETENESS,CORECOMPLETENESS,RETOUCHEDPIECETYPOLOGY,RETOUCHTYPE,RETOUCHFACE,RETOUCHREGIONNUMBER,RETOUCHREGIONLOCATION,LENGTHLONGESTRETOUCH,RETOUCHINVASIVENESS,EDGETHICKNESS_1,EDGETHICKNESS_2,EDGETHICKNESS_3,BACKEDTOOLEDGE_1,BACKEDTOOLEDGE_2,BACKEDTOOLEDGE_3,BACKEDTOOLWIDTH_1,BACKEDTOOLWIDTH_2,BACKEDTOOLWIDTH_3,BACKEDTOOLTHICKNESS_1,BACKEDTOOLTHICKNESS_2,BACKEDTOOLTHICKNESS_3,BACKEDTOOLARRIS,PLATFORM,FLAKEINITIATION,FLAKETERMINATION,PIECEBLANK,SCRAPERMAXTHICKNESS,SCRAPERRETOUCHLENGTH,SCRAPERRETOUCHANGLE1,SCRAPERRETOUCHANGLE2,SCRAPERRETOUCHANGLE3,SCRAPERDORSALANGLE1,SCRAPERDORSALANGLE2,SCRAPERDORSALANGLE3,SCRAPERRETOUCHHEIGHT1,SCRAPERRETOUCHHEIGHT2,SCRAPERRETOUCHHEIGHT3,FLAKEGEOMETRY,PLATFORMPREP,PLATABRASION,PLATFORMWIDTH,PLATFORMTHICKNESS,STAGE,CONARDUNIFIEDTYPE,CORESUBTYPOLOGY,COREBLANKSPHERICITY,COREPLATFACETED,SCARCOUNT,EXPLOITEDFACES,FLAKEGENERATIONSLENGTH,FLAKEGENERATIONSWIDTH,FLAKEGENERATIONSTHICKNESS,LENGHTLONGESTFLAKESCAR,MAXLENGTH,TECHLENGTH,MAXWIDTH,TECHWIDTH,MAXTHICKNESS,MASS,COMMMENTS,PHOTO,
251,SBF,4a,I4,LOWER FURNACE 2A,,Silcrete,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,KITE,NotPrepared,Yes,11.19,9.86,Main,,,,,,,,,,,22.98,22.98,32.36,30.24,8.05,5.88,,N,
252,SBF,4a,I4,LOWER FURNACE 2A,,Quartz,0%,,RetouchedTool,Complete,,MinimallyRetouched,MarginalEdgeShaping,Both,6,234567,5.48,1,3.63,5.1,3.6,,,,,,,,,,,,,,Flake,,,,,,,,,,,,RECTANGULAR,,,,,Main,,,,,,,,,,,29.83,27.81,29.46,27.68,6.9,8.47,,Y,
253,SBF,4a,I4,LOWER FURNACE 2A,,Quartz,1-10%,Cobble,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Bending,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,10.13,4.57,Main,,,,,,,,,,,23.16,23.16,23.26,23.26,5.98,4.58,,N,
254,SBF,4a,I4,LOWER FURNACE 2A,,Quartz,0%,,Flake,Distal,,,,,,,,,,,,,,,,,,,,,,No,,Crushed,,,,,,,,,,,,,TRIANGULAR,,,,,,,,,,,,,,,,30.4,,28.71,,8.74,7.52,,N,
255,SBF,4a,I4,LOWER FURNACE 2A,,Quartz,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,FacetWithBulb,No,14.64,7.74,Main,,,,,,,,,,,20.64,18.65,18.73,14.67,6.91,2.36,,N,
256,SBF,4a,I4,LOWER FURNACE 2A,,Quartz,0%,,Flake,Proximal,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Indeterminate,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,13.29,3.73,,,,,,,,,,,,12.27,,18.31,,3.84,1.29,,N,
257,SBF,4a,I4,LOWER FURNACE 2A,,Quartz,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,5.59,2.88,Main,,,,,,,,,,,16.24,16.24,8.61,8.61,2.28,0.48,,N,
258,SBF,4a,I4,LOWER FURNACE 2A,,Quartz,1-10%,Outcrop,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Bending,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,10.15,2.74,Main,,,,,,,,,,,14.52,14.52,16.27,14.84,4.14,0.98,,N,
259,SBF,4a,I4,LOWER FURNACE 2A,,Quartz,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Wedging,Bipolar,,,,,,,,,,,,,RECTANGULAR,ResidualFacetWithBulb,No,6.92,2.8,Main,,,,,,,,,,,19.17,19.17,9.98,9.98,6.44,1.41,,N,
260,SBF,4a,I4,LOWER FURNACE 2A,,Quartz,1-10%,Cobble,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,TRIANGULAR,NotPrepared,Yes,6.13,1.4,Main,,,,,,,,,,,16.83,16.83,12.67,10.87,2.58,0.49,,N,
261,SBF,4a,I4,LOWER FURNACE 2A,,Quartz,10-40%,Cobble,RetouchedTool,Complete,,MinimallyRetouched,InvasiveEdgeShaping,Ventral,2,56,5.06,1,1.73,1.33,1.01,,,,,,,,,,,,,,Flake,,,,,,,,,,,,RECTANGULAR,,,,,Main,,,,,,,,,,,9.94,8.59,12.57,12.57,4.36,0.99,,Y,
262,SBF,4a,I4,LOWER FURNACE 2A,,Quartz,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,5.7,3.44,CoreMaintenance,,,,,,,,,,,12.46,12.46,16.07,16.07,8.4,1.16,,N,
263,SBF,4a,I4,LOWER FURNACE 2A,,Quartz,40-60%,Cobble,Flake,Proximal,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Indeterminate,,,,,,,,,,,,,RECTANGULAR,FacetWithBulb,No,9.66,2.99,,,,,,,,,,,,12.08,,19.19,,3.64,0.91,,N,
264,SBF,4a,I4,LOWER FURNACE 2A,,Quartz,10-40%,Cobble,RetouchedTool,Complete,,MinimallyRetouched,InvasiveEdgeShaping,Ventral,2,37,2.66,1,1.18,1.87,2.74,,,,,,,,,,,,,,Flake,,,,,,,,,,,,RECTANGULAR,,,,,Main,,,,,,,,,,,11.86,11.86,11.37,9.74,3.78,0.61,,Y,
265,SBF,4a,I4,LOWER FURNACE 2A,,Quartz,0%,,Flake,Distal,,,,,,,,,,,,,,,,,,,,,,No,,Feather,,,,,,,,,,,,,RECTANGULAR,,,,,,,,,,,,,,,,17.1,,8.4,,3.86,0.62,,N,
266,SBF,4a,I4,LOWER FURNACE 2A,,Quartz,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,Yes,5.33,1.69,Main,,,,,,,,,,,10.59,10.59,12.1,10.16,3.14,0.31,,N,
267,SBF,4a,I4,LOWER FURNACE 2A,,Quartz,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,12.52,2.31,CoreMaintenance,,,,,,,,,,,4.43,4.43,15.01,15.01,3.01,0.23,,N,
268,SBF,4a,I4,LOWER FURNACE 2A,,Quartz,0%,,Flake,Proximal,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Indeterminate,,,,,,,,,,,,,RECTANGULAR,Indeterminate,No,2.75,1.19,,,,,,,,,,,,10.47,,12.09,,2.15,0.27,,N,
269,SBF,4a,I4,LOWER FURNACE 2A,,Quartz,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,ResidualFacetWithBulb,No,3.81,1.95,Main,,,,,,,,,,,6.95,6.95,11.63,7.6,2.09,0.17,,N,
270,SBF,4a,I4,LOWER FURNACE 2A,,Quartz,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,5.55,1.72,Main,,,,,,,,,,,10.89,9.42,6.24,6.31,1.51,0.15,,N,
271,SBF,4a,I4,LOWER FURNACE 2A,,Quartz,1-10%,Cobble,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Bending,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,Yes,5.62,3.36,Main,,,,,,,,,,,8.52,8.52,7.45,7.45,3.09,0.19,,N,
272,SBF,4a,I4,LOWER FURNACE 2A,,Quartz,1-10%,Cobble,Flake,Fragment,,,,,,,,,,,,,,,,,,,,,,No,,Indeterminate,,,,,,,,,,,,,RECTANGULAR,,,,,,,,,,,,,,,,5.6,,12.86,,4.3,0.27,,N,
273,SBF,4a,I4,LOWER FURNACE 2A,,Quartz,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Step,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,3.73,2.84,Main,,,,,,,,,,,9.85,9.85,7.93,7.93,2.83,0.28,,N,
274,SBF,4a,I4,LOWER FURNACE 2A,,Quartz,1-10%,Cobble,Flake,Distal,,,,,,,,,,,,,,,,,,,,,,No,,Crushed,,,,,,,,,,,,,TRIANGULAR,,,,,,,,,,,,,,,,10.37,,4.77,,3.3,0.18,,N,
275,SBF,4a,I4,LOWER FURNACE 2A,,Quartz,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,Indeterminate,No,3.84,1.41,Main,,,,,,,,,,,10.35,10.35,7.84,7.84,1.05,0.12,,N,
276,SBF,4a,I4,LOWER FURNACE 2A,,Quartz,0%,,Flake,Distal,,,,,,,,,,,,,,,,,,,,,,No,,Feather,,,,,,,,,,,,,RECTANGULAR,,,,,,,,,,,,,,,,6.57,,9.72,,1.67,0.11,,N,
277,SBF,4a,I4,LOWER FURNACE 2A,,Quartz,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Hinge,,,,,,,,,,,,,RECTANGULAR,NotPrepared,Yes,7.15,4.15,Main,,,,,,,,,,,21.38,20.58,14.61,11.56,5.87,1.96,,N,
278,SBF,4a,I4,LOWER FURNACE 2A,,Quartz,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,Indeterminate,No,2.92,1.82,Main,,,,,,,,,,,19.48,19.48,10.27,10.27,2.49,0.48,,N,
279,SBF,4a,I4,LOWER FURNACE 2A,,Quartz,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Step,,,,,,,,,,,,,RECTANGULAR,Indeterminate,No,3.77,1.76,Main,,,,,,,,,,,11.28,11.28,4.53,4.53,1.37,0.14,,N,
280,SBF,4a,I3,BONE FURNACE,,Quartz,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,Yes,18.97,7.25,Main,,,,,,,,,,,10.16,7.85,14.85,13.37,8.04,1.44,,N,
281,SBF,4a,I3,BONE FURNACE,,Quartz,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,Indeterminate,No,3.67,2.09,Main,,,,,,,,,,,8.69,8.69,7.5,7.5,2.67,0.23,,N,
282,SBF,4a,I3,BONE FURNACE,,Quartz,1-10%,Outcrop,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Bending,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,4.27,1.75,CoreMaintenance,,,,,,,,,,,9.63,9.63,8.49,8.49,2.21,0.22,,N,
283,SBF,4a,I3,BONE FURNACE,,Quartz,0%,,Flake,Distal,,,,,,,,,,,,,,,,,,,,,,No,,Feather,,,,,,,,,,,,,RECTANGULAR,,,,,,,,,,,,,,,,3.13,,13.82,,2.94,0.14,,N,
284,SBF,4a,I3,BONE FURNACE,,Quartz,0%,,Flake,Distal,,,,,,,,,,,,,,,,,,,,,,No,,Feather,,,,,,,,,,,,,RECTANGULAR,,,,,,,,,,,,,,,,6.48,,13.66,,2.19,0.18,,N,
285,SBF,4a,I3,BONE FURNACE,,Quartz,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,TRIANGULAR,ResidualFacetWithBulb,No,4.13,2.24,Main,,,,,,,,,,,15.11,15.11,10.31,10.31,1.66,0.3,,N,
286,SBF,4a,I3,BONE FURNACE,,Quartz,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,TRAPEZOIDAL,NotPrepared,No,9.05,3.09,Main,,,,,,,,,,,10.73,10.73,27.14,19.25,6.14,1.76,,N,
287,SBF,4a,I3,BONE FURNACE,,Quartzite,10-40%,Cobble,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Bending,Overshot,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,4.14,1.67,Main,,,,,,,,,,,28.83,26.3,5.95,5.95,3.01,0.46,,N,
288,SBF,4a,I3,BONE FURNACE,,Quartzite,1-10%,Cobble,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,TRIANGULAR,NotPrepared,Yes,12.66,3.15,Main,,,,,,,,,,,39.58,20.22,21.48,15.87,5.04,3.03,,N,
289,SBF,4a,I3,BONE FURNACE,,Quartzite,40-60%,Cobble,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,TRIANGULAR,ResidualFacetWithBulb,No,24.46,12.15,Initial,,,,,,,,,,,54,39.23,25.05,24.37,9.9,19.61,Mega curvilinear cortex,N,
290,SBF,4a,I3,BONE FURNACE 2,,Quartzite,1-10%,Cobble,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,17.77,5.53,Main,,,,,,,,,,,59.36,53.02,30.9,30.3,11.64,23.75,,N,
291,SBF,4a,I3,BONE FURNACE 2,,Quartzite,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,OVAL,ResidualFacetWithBulb,Yes,17.2,8.72,CoreMaintenance,,,,,,,,,,,47.46,40.91,41.48,41,13.15,25.64,Looks like a preferentia flake with centripetal flaking in a radial fashion,Y,
292,SBF,4a,I4,LOWER FURNACE 2B,,Silcrete,0%,,Core,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Platform,Irregular,Cubic,0%,6,5,4,4,3,15.85,24.44,24.44,18.8,18.8,11.29,6.85,Core on flake,Y,
293,SBF,4a,I4,SOLID LOWER FURNACE,,Silcrete,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Bending,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,7.76,3.81,Main,,,,,,,,,,,11.81,10.97,8.4,8.34,4.01,0.4,,N,
294,SBF,4a,I4,SOLID LOWER FURNACE,,Silcrete,0%,,Flake,Proximal,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Indeterminate,,,,,,,,,,,,,TRAPEZOIDAL,Indeterminate,No,5.87,2.61,,,,,,,,,,,,16.76,,18.62,,3.67,1.09,,N,
295,SBF,4a,I4,SOLID LOWER FURNACE,,Quartzite,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Bending,Feather,,,,,,,,,,,,,RECTANGULAR,Indeterminate,No,5.41,1.37,Main,,,,,,,,,,,7.37,7.37,10.27,9.17,1.13,0.18,,N,
296,SBF,4a,I4,SOLID LOWER FURNACE,,Quartzite,40-60%,Cobble,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Overshot,,,,,,,,,,,,,RECTANGULAR,Indeterminate,No,9.47,9.38,Initial,,,,,,,,,,,23.2,23.2,15.51,15.51,13.75,8.65,Mega curvilinear cortical coverage,N,
297,SBF,4a,I4,SOLID LOWER FURNACE,,Silcrete,10-40%,Outcrop,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,13.78,5.64,Main,,,,,,,,,,,11.64,11.64,14.2,11.35,2.76,0.66,Refit to the following core,N,
298,SBF,4a,I4,SOLID LOWER FURNACE,,Silcrete,10-40%,Outcrop,Core,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Platform,Irregular,Cubic,0%,6,5,0,3,4,15.77,30.41,30.41,16.23,16.23,11.81,5.79,Refitted flake to this core,N,
299,SBF,4b,I3,BWA UPPER 1,,Silcrete,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,TRIANGULAR,NotPrepared,No,4.69,2.54,Main,,,,,,,,,,,10.18,7.87,6.95,6.95,2.88,0.13,,N,
300,SBF,4b,I3,BWA UPPER 1,,Silcrete,0%,,Flake,Distal,,,,,,,,,,,,,,,,,,,,,,No,,Feather,,,,,,,,,,,,,TRIANGULAR,,,,,,,,,,,,,,,,14.16,,14.67,,2.38,0.49,,N,
301,SBF,4b,I3,BWA UPPER 1,,Quartzite,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Bending,Feather,,,,,,,,,,,,,TRIANGULAR,NotPrepared,Yes,6.61,2.05,Main,,,,,,,,,,,8.36,8.36,11.45,9.21,2.29,0.21,,N,
302,SBF,4b,I3,BWA UPPER 1,,Quartzite,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Bending,Feather,,,,,,,,,,,,,TRAPEZOIDAL,Indeterminate,No,19.3,7.33,Main,,,,,,,,,,,17.1,17.1,24.62,24.62,8.87,4.17,,N,
303,SBF,4b,I3,BWA UPPER 1,,Quartzite,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Bending,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,Yes,19.41,10.18,Main,,,,,,,,,,,36.14,36.14,24.04,21.1,10.03,8.29,,N,
304,SBF,4b,I3,BWA UPPER 1,,Quartz,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,4.06,1.68,Main,,,,,,,,,,,6.06,6.06,9.76,9.76,1.63,0.15,,N,
305,SBF,4b,I3,BWA UPPER 1,,Quartz,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Wedging,Feather,,,,,,,,,,,,,RECTANGULAR,Indeterminate,No,4.41,1.3,Main,,,,,,,,,,,11.98,11.98,6.57,6.57,1.29,0.17,,N,
306,SBF,4b,I3,BWA UPPER 1,,Quartz,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,6.17,2.17,Main,,,,,,,,,,,11.17,11.17,9.37,9.37,2.35,0.28,,N,
307,SBF,4b,I3,BWA UPPER 1,,Quartz,0%,,Flake,Distal,,,,,,,,,,,,,,,,,,,,,,No,,Feather,,,,,,,,,,,,,RECTANGULAR,,,,,,,,,,,,,,,,5.16,,10.68,,3.5,0.23,,N,
308,SBF,4b,I3,BWA UPPER 1,,Quartz,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,TRAPEZOIDAL,NotPrepared,No,6.32,2.47,Main,,,,,,,,,,,7.53,7.53,10.9,8.91,2.88,0.19,,N,
309,SBF,4b,I3,BWA UPPER 1,,Quartz,1-10%,Cobble,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Bending,Feather,,,,,,,,,,,,,TRIANGULAR,Indeterminate,No,9.19,5,Main,,,,,,,,,,,7.69,7.69,11.39,8.77,3.53,0.37,,N,
310,SBF,4b,I3,BWA UPPER 1,,Quartz,10-40%,Cobble,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,16.44,7.86,Main,,,,,,,,,,,29.88,27.69,22.99,19.06,6.97,6.45,,N,
311,SBF,4b,I3,BWA UPPER 1,,Quartz,1-10%,Cobble,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Bending,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,19.37,8.44,Main,,,,,,,,,,,15.66,14.91,21.38,21.38,9.9,4.89,,N,
312,SBF,4b,I3,BWA UPPER 1,,Quartz,1-10%,Cobble,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Overshot,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,8.86,5.14,Main,,,,,,,,,,,15.09,15.09,20.36,20.36,5.8,2.01,,N,
313,SBF,4b,I3,BWA UPPER 1,,Quartz,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Overshot,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,15.95,10.32,Main,,,,,,,,,,,16.29,16.29,18.63,17.79,8.45,2.66,,N,
314,SBF,4b,I3,BWA UPPER 1,,Quartz,0%,,Flake,Fragment,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,TRIANGULAR,ResidualFacetWithBulb,No,15.88,7.09,,,,,,,,,,,,20.53,,18.65,,7.29,3.29,,N,
315,SBF,4b,I3,BWA UPPER 1,,Quartz,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,Indeterminate,No,6.33,2.02,Main,,,,,,,,,,,16.9,14.72,15.39,14.69,2.65,0.64,,N,
316,SBF,4b,I3,BWA UPPER 1,,Quartz,1-10%,Cobble,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Bending,Feather,,,,,,,,,,,,,RECTANGULAR,ResidualFacetWithBulb,No,13.9,6.53,Main,,,,,,,,,,,17.99,17.99,14.66,14.66,4.88,1.52,,N,
317,SBF,4b,I3,BWA UPPER 1,,Quartz,1-10%,Cobble,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Overshot,,,,,,,,,,,,,RECTANGULAR,NotPrepared,Yes,5.98,8.62,Main,,,,,,,,,,,22.95,20.77,10.48,10.48,6.72,2.48,,N,
318,SBF,4b,I3,BWA UPPER 1,,Quartz,10-40%,Cobble,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,KITE,Indeterminate,No,3.96,1.81,Main,,,,,,,,,,,19.63,19.63,13.66,11.95,4.35,1.02,,N,
319,SBF,4b,I3,BWA UPPER 1,,Quartz,10-40%,Outcrop,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,16.34,5.34,Main,,,,,,,,,,,16.66,16.66,22.23,20.1,4.81,1.93,,N,
320,SBF,4b,I3,BWA UPPER 1,,Quartz,10-40%,Cobble,Flake,Fragment,,,,,,,,,,,,,,,,,,,,,,Yes,Bending,Indeterminate,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,12.16,5.18,,,,,,,,,,,,23.01,,13.24,,3.83,1.91,,N,
321,SBF,4b,I3,BWA UPPER 1,,Quartz,10-40%,Cobble,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,9.28,2.35,Main,,,,,,,,,,,14.69,14.69,12.46,12.46,2.85,0.63,,N,
322,SBF,4b,I3,BWA UPPER 1,,Quartz,10-40%,Cobble,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,7.05,1.71,Main,,,,,,,,,,,8.08,8.08,9.34,9.19,1.56,0.19,,N,
323,SBF,4b,I3,BWA UPPER 1,,Quartz,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Bending,Feather,,,,,,,,,,,,,RECTANGULAR,FacetWithBulb,No,7.99,2.17,Main,,,,,,,,,,,4.53,4.53,11.88,10.21,1.05,0.12,,N,
324,SBF,4b,I3,BWA UPPER 1,,Quartz,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,Indeterminate,No,3.4,1.29,Main,,,,,,,,,,,12.29,10.73,8.38,8.38,2.01,0.19,,N,
325,SBF,4b,I3,BWA UPPER 1,,Quartz,0%,,Flake,Distal,,,,,,,,,,,,,,,,,,,,,,No,,Feather,,,,,,,,,,,,,RECTANGULAR,,,,,,,,,,,,,,,,17.89,,11.54,,4.87,1.25,,N,
326,SBF,4b,I3,BWA UPPER 1,,Quartz,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,FacetWithBulb,No,12.94,3.37,Main,,,,,,,,,,,11.86,11.86,15.18,15.18,2.46,0.81,,N,
327,SBF,4b,I3,BWA UPPER 1,,Quartz,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,TRAPEZOIDAL,NotPrepared,No,10.91,6.1,Main,,,,,,,,,,,16.65,14.69,16.65,13.13,5.78,1.72,,N,
328,SBF,4b,I3,BWA UPPER 1,,Quartz,0%,,Flake,Fragment,,,,,,,,,,,,,,,,,,,,,,No,,Feather,,,,,,,,,,,,,RECTANGULAR,,,,,,,,,,,,,,,,10.18,,13.39,,7.41,0.19,,N,
329,SBF,4b,I3,BWA UPPER 1,,Quartz,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,TRIANGULAR,NotPrepared,No,5.46,2,Main,,,,,,,,,,,12.61,10.89,10.23,8.71,1.38,0.24,,N,
330,SBF,4b,I3,BWA UPPER 1,,Quartz,10-40%,Cobble,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Bending,Feather,,,,,,,,,,,,,KITE,NotPrepared,Yes,5.51,2.72,Main,,,,,,,,,,,18.29,18.29,16.91,16.91,3.02,1.07,,N,
331,SBF,4b,I3,BWA UPPER 1,,Quartz,1-10%,Cobble,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Bending,Feather,,,,,,,,,,,,,TRIANGULAR,FacetWithBulb,No,12.33,7.81,Main,,,,,,,,,,,23,37,23.37,13.34,11.58,5.36,1.63,,N
332,SBF,4b,I3,BWA UPPER 1,,Quartz,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Bending,Step,,,,,,,,,,,,,RECTANGULAR,ResidualFacetWithBulb,No,5.85,1.87,Main,,,,,,,,,,,7.48,7.48,12.12,12.12,2.39,0.24,,N,
333,SBF,4b,I3,BWA UPPER 1,,Quartz,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,FacetWithBulb,Yes,19.02,5.7,Main,,,,,,,,,,,4.65,4.65,19.31,19.31,4.84,0.51,,N,
