ID,SITE,STRAT,UNIT,NAMED_ID,OTHERUNIT,RAWMATERIAL,CORTEX,CORTEXTYPE,ARTIFACTCLASS,COMPLETENESS,CORECOMPLETENESS,RETOUCHEDPIECETYPOLOGY,RETOUCHTYPE,RETOUCHFACE,RETOUCHREGIONNUMBER,RETOUCHREGIONLOCATION,LENGTHLONGESTRETOUCH,RETOUCHINVASIVENESS,EDGETHICKNESS_1,EDGETHICKNESS_2,EDGETHICKNESS_3,BACKEDTOOLEDGE_1,BACKEDTOOLEDGE_2,BACKEDTOOLEDGE_3,BACKEDTOOLWIDTH_1,BACKEDTOOLWIDTH_2,BACKEDTOOLWIDTH_3,BACKEDTOOLTHICKNESS_1,BACKEDTOOLTHICKNESS_2,BACKEDTOOLTHICKNESS_3,BACKEDTOOLARRIS,PLATFORM,FLAKEINITIATION,FLAKETERMINATION,PIECEBLANK,SCRAPERMAXTHICKNESS,SCRAPERRETOUCHLENGTH,SCRAPERRETOUCHANGLE1,SCRAPERRETOUCHANGLE2,SCRAPERRETOUCHANGLE3,SCRAPERDORSALANGLE1,SCRAPERDORSALANGLE2,SCRAPERDORSALANGLE3,SCRAPERRETOUCHHEIGHT1,SCRAPERRETOUCHHEIGHT2,SCRAPERRETOUCHHEIGHT3,FLAKEGEOMETRY,PLATFORMPREP,PLATABRASION,PLATFORMWIDTH,PLATFORMTHICKNESS,STAGE,CONARDUNIFIEDTYPE,CORESUBTYPOLOGY,COREBLANKSPHERICITY,COREPLATFACETED,SCARCOUNT,EXPLOITEDFACES,FLAKEGENERATIONSLENGTH,FLAKEGENERATIONSWIDTH,FLAKEGENERATIONSTHICKNESS,LENGHTLONGESTFLAKESCAR,MAXLENGTH,TECHLENGTH,MAXWIDTH,TECHWIDTH,MAXTHICKNESS,MASS,COMMMENTS,PHOTO,
570,SBF,4b,I4,BWA UPPER 2,,Quartz,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,CIRCULAR,Indeterminate,No,5.56,1.6,Main,,,,,,,,,,,11.36,11.16,13.14,11.48,1.9,0.35,,N,
571,SBF,4b,I4,BWA UPPER 2,,Quartz,0%,,Flake,Distal,,,,,,,,,,,,,,,,,,,,,,No,,Feather,,,,,,,,,,,,,RECTANGULAR,,,,,,,,,,,,,,,,8.39,,12.5,,1.37,0.2,,N,
572,SBF,4b,I4,BWA UPPER 2,,Quartz,\,Cobble,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,Indeterminate,No,2,1.18,Main,,,,,,,,,,,13.72,12.79,11.7,10.62,1.52,0.3,,N,
573,SBF,4b,I4,BWA UPPER 2,,Quartz,10-40%,Cobble,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,TRIANGULAR,NotPrepared,No,9.4,3.03,Main,,,,,,,,,,,8.88,8.88,9.65,8.03,1.36,0.26,,N,
574,SBF,4b,I4,BWA UPPER 2,,Quartz,40-60%,Cobble,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,TRAPEZOIDAL,NotPrepared,No,3.16,1.45,Main,,,,,,,,,,,7.79,7.79,10.58,8.42,1.86,0.17,,N,
575,SBF,4b,I4,BWA UPPER 2,,Quartz,10-40%,Cobble,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,Yes,5.64,3.5,Main,,,,,,,,,,,12.44,12.44,13.67,13.35,5.55,0.97,,N,
576,SBF,4b,I4,BWA UPPER 2,,Quartz,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,FacetWithBulb,No,8.92,3.31,Main,,,,,,,,,,,13.63,13.63,13.49,11.8,4.15,0.82,,N,
577,SBF,4b,I4,BWA UPPER 2,,Quartz,0%,,Flake,Proximal,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Indeterminate,,,,,,,,,,,,,TRAPEZOIDAL,NotPrepared,No,4.08,2.26,,,,,,,,,,,,6.48,,9.44,,2.64,0.16,,N,
578,SBF,4b,I4,BWA UPPER 2,,Quartz,0%,,Flake,Distal,,,,,,,,,,,,,,,,,,,,,,No,,Feather,,,,,,,,,,,,,RECTANGULAR,,,,,,,,,,,,,,,,7.45,,13.59,,3.68,0.4,,N,
579,SBF,4b,I4,BWA UPPER 2,,Silcrete,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,12.24,7.3,Main,,,,,,,,,,,29.7,29.7,17.53,17.53,5.7,3.61,,N,
580,SBF,4b,I4,BWA UPPER 2,,Silcrete,0%,,Flake,Distal,,,,,,,,,,,,,,,,,,,,,,No,,Feather,,,,,,,,,,,,,TRIANGULAR,,,,,,,,,,,,,,,,31.64,,15.89,,7.89,3.56,,N,
581,SBF,4b,I4,BWA UPPER 2,,Silcrete,0%,,RetouchedTool,Fragment,,MinimallyRetouched,MarginalEdgeShaping,Dorsal,5,23456,2.32,1,3.93,2.69,2.16,,,,,,,,,,,,,,Flake,,,,,,,,,,,,OVAL,,,,,,,,,,,,,,,,48.88,,36.87,,8.36,16.85,,Y,
582,SBF,3b,K4,KESTREL,,Quartz,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Step,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,11.83,5.94,Main,,,,,,,,,,,5.7,5.7,20.21,20.21,5.35,0.93,,N,
583,SBF,3b,K4,KESTREL,,Quartz,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Wedging,Bipolar,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,2.89,2.09,Main,,,,,,,,,,,11.8,11.62,9.85,9.04,5.5,0.66,,N,
584,SBF,3b,K4,KESTREL,,Quartz,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,3.04,2.58,Main,,,,,,,,,,,11.4,5.47,6.08,6.08,2.26,0.19,,N,
585,SBF,3b,K4,KESTREL,,Quartz,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Bipolar,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,13.06,6.12,Main,,,,,,,,,,,12.68,12.05,17.65,17.65,5.8,1.64,,N,
586,SBF,3b,K4,KESTREL,,Quartzite,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Step,,,,,,,,,,,,,RECTANGULAR,NotPrepared,Yes,15.27,4.42,Main,,,,,,,,,,,19.62,19.62,19.69,19.69,4.6,1.78,,N,
587,SBF,3b,K4,KESTREL,,Quartzite,0%,,Flake,Fragment,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,TRIANGULAR,Indeterminate,No,10.57,9.03,,,,,,,,,,,,21.3,,14.87,,5.72,1.45,,N,
588,SBF,3b,K4,KESTREL,,Quartzite,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,8.32,2.52,Main,,,,,,,,,,,19.75,19.75,13.12,12.05,1.79,0.5,,N,
589,SBF,3b,K4,KESTREL,,Quartzite,0%,,Flake,Distal,,,,,,,,,,,,,,,,,,,,,,No,,Feather,,,,,,,,,,,,,TRIANGULAR,,,,,,,,,,,,,,,,6.89,,13.36,,2.71,0.22,,N,
590,SBF,3b,K4,KESTREL,,Quartzite,10-40%,Cobble,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Bending,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,7.07,5.83,Main,,,,,,,,,,,12.63,12.63,12.03,7.4,2.86,0.33,591,Y,
591,SBF,3b,K4,KESTREL,,Silcrete,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,Yes,12.02,5.93,Main,,,,,,,,,,,21.12,19.65,10.89,10.24,5.58,1.36,,N,
592,SBF,3b,K4,KESTREL,,Quartzite,0%,,RetouchedTool,Complete,,MinimallyRetouched,MarginalEdgeShaping,Both,4,1378,11.36,1,4.38,5.02,4.71,,,,,,,,,,,,,,Flake,,,,,,,,,,,,TRAPEZOIDAL,,,,,Main,,,,,,,,,,,24.77,24.77,33.69,25.55,12.83,12.76,,Y,
593,SBF,3b,K4,BELOW GRIFFIN,,Quartz,0%,,Flake,Fragment,,,,,,,,,,,,,,,,,,,,,,No,,Bipolar,,,,,,,,,,,,,TRAPEZOIDAL,,,,,,,,,,,,,,,,16.13,,17.99,,5.06,1.23,,N,
594,SBF,3b,K4,BELOW GRIFFIN,,Quartzite,10-40%,Cobble,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,TRAPEZOIDAL,NotPrepared,No,36.86,22.7,Initial,,,,,,,,,,,52.44,36.32,68.88,59.63,18.91,54.73,,N,
595,SBF,3b,K4,BELOW GRIFFIN,,Quartzite,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Bending,Step,,,,,,,,,,,,,RECTANGULAR,NotPrepared,Yes,15.1,11.9,Main,,,,,,,,,,,52.67,52.67,37.16,33.57,11.67,23.36,,N,
596,SBF,3b,K4,BELOW GRIFFIN,,Quartzite,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Bending,Feather,,,,,,,,,,,,,TRAPEZOIDAL,NotPrepared,No,12.14,8.31,Main,,,,,,,,,,,11.27,11.27,23.21,18.35,5.87,1.45,,N,
597,SBF,3b,K4,BELOW GRIFFIN,,Quartzite,0%,,Flake,Fragment,,,,,,,,,,,,,,,,,,,,,,No,,Feather,,,,,,,,,,,,,TRIANGULAR,,,,,,,,,,,,,,,,8.03,,11.2,,2.32,0.29,,N,
598,SBF,3b,K4,BELOW GRIFFIN,,Quartz,0%,,Core,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bipolar,CoreReducedPiece,Cubic,0%,4,2,1,2,5,9.01,10.5,10.5,9.44,9.44,4.46,0.42,,Y,
599,SBF,3b,K4,PLATANA,,Quartz,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Bending,Feather,,,,,,,,,,,,,RECTANGULAR,Indeterminate,No,8.5,1.86,Main,,,,,,,,,,,4.21,4.21,10.65,10.65,1.42,0.07,,N,
600,SBF,3b,K4,PLATANA,,Quartz,1-10%,Cobble,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,3.1,3.14,Main,,,,,,,,,,,11.46,11.46,5.76,5.76,2.27,0.18,,N,
601,SBF,3b,K4,PLATANA,,Quartz,0%,,Flake,Distal,,,,,,,,,,,,,,,,,,,,,,No,,Bipolar,,,,,,,,,,,,,RECTANGULAR,,,,,,,,,,,,,,,,9.65,,6.6,,1.55,0.06,,N,
602,SBF,3b,K4,PLATANA,,Quartz,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Bending,Feather,,,,,,,,,,,,,RECTANGULAR,ResidualFacetWithBulb,No,15.75,4.11,Main,,,,,,,,,,,5.4,5.19,20.04,20.04,3.02,0.37,,N,
603,SBF,3b,K4,PLATANA,,Quartz,1-10%,Outcrop,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Overshot,,,,,,,,,,,,,RECTANGULAR,Indeterminate,No,3.86,3.38,Main,,,,,,,,,,,16.12,16.12,15.56,11.28,5.12,0.92,,N,
604,SBF,3b,K4,PLATANA,,Quartz,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Step,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,7.59,2.41,CoreMaintenance,,,,,,,,,,,14.27,14.27,12.64,9.77,6.12,0.85,,N,
605,SBF,3b,K4,PLATANA,,Quartz,10-40%,Cobble,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,7.1,2.06,Main,,,,,,,,,,,17.56,17.56,10.64,10.64,3.2,0.53,,N,
606,SBF,3b,K4,PLATANA,,Silcrete,0%,,RetouchedTool,Complete,,MinimallyRetouched,NotchDenticulate,Dorsal,3,478,2.51,1,2.46,2.15,1.16,,,,,,,,,,,,,,Flake,,,,,,,,,,,,RECTANGULAR,,,,,Main,,,,,,,,,,,23.63,21.67,19.17,16.63,3.69,2.4,,Y,
607,SBF,3b,K4,PLATANA,,Quartzite,0%,,RetouchedTool,Complete,,MinimallyRetouched,MarginalEdgeShaping,Both,3,134,4.78,1,6.84,6.47,5.09,,,,,,,,,,,,,,Flake,,,,,,,,,,,,TRAPEZOIDAL,,,,,Main,,,,,,,,,,,25.31,19.65,30.64,26.33,6.63,6.61,,Y,
608,SBF,3b,K3,HADES III,,Quartz,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Bending,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,8.24,4.31,Main,,,,,,,,,,,8.21,8.21,8.24,6.83,2.45,0.19,,N,
609,SBF,3b,K3,HADES III,,Quartz,0%,,Flake,Mesial,,,,,,,,,,,,,,,,,,,,,,No,,Bipolar,,,,,,,,,,,,,RECTANGULAR,,,,,,,,,,,,,,,,10.14,,8.75,,1.73,0.26,,N,
610,SBF,3b,K3,HADES III,,Quartz,10-40%,Cobble,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Step,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,8.63,4.94,Main,,,,,,,,,,,15.02,15.02,14.55,12.36,3.7,1.05,,N,
611,SBF,3b,K3,HADES III,,Quartz,0%,,Flake,Distal,,,,,,,,,,,,,,,,,,,,,,No,,Feather,,,,,,,,,,,,,RECTANGULAR,,,,,,,,,,,,,,,,13.12,,5.46,,2.29,0.22,,N,
612,SBF,3b,K3,HADES III,,Quartz,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RHOMBUS,NotPrepared,No,6.67,1.93,Main,,,,,,,,,,,16.12,10.42,8.14,8.14,2.92,0.36,,N,
613,SBF,3b,K3,HADES III,,Quartz,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,ResidualFacetWithBulb,No,11.83,3.9,Main,,,,,,,,,,,8.65,7.45,12.75,12.75,3.34,0.47,,Y,
614,SBF,3b,K3,HADES III,,Quartz,1-10%,Cobble,Flake,Proximal,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Indeterminate,,,,,,,,,,,,,TRIANGULAR,Indeterminate,No,3.83,0.71,,,,,,,,,,,,14.66,,13.08,,3.03,0.66,,N,
615,SBF,3b,K3,HADES III,,Quartz,1-10%,Outcrop,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Bending,Feather,,,,,,,,,,,,,RHOMBUS,FacetWithBulb,No,10.53,5.31,Main,,,,,,,,,,,17.76,16.86,14.43,14.43,4.01,1.41,,N,
616,SBF,3b,K3,HADES III,,Quartz,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,Indeterminate,No,5.45,1.74,Main,,,,,,,,,,,22.84,22.84,17.93,14.89,4.57,1.57,,N,
617,SBF,3b,K3,HADES III,,Quartz,10-40%,Cobble,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Bending,Step,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,23.19,8.1,Main,,,,,,,,,,,21.58,21.58,24.54,22.43,6.87,5.3,,N,
618,SBF,3b,K3,HADES III,,Quartzite,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,KITE,Indeterminate,No,4.15,1.27,Main,,,,,,,,,,,6.78,6.78,11.71,11.71,1.54,0.15,,N,
619,SBF,3b,K3,HADES III,,Quartzite,0%,,Flake,Fragment,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,TRIANGULAR,ResidualFacetWithBulb,No,9.04,3.27,,,,,,,,,,,,13.95,,16.49,,2.61,0.65,,N,
620,SBF,3b,K3,HADES III,,Quartzite,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,TRAPEZOIDAL,NotPrepared,No,8.64,4.31,Main,,,,,,,,,,,17.93,17.93,15.5,13.78,3.79,1.16,,N,
621,SBF,3b,K3,"HADES III	",,Quartzite,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Bending,Feather,,,,,,,,,,,,,RHOMBUS,ResidualFacetWithBulb,No,11.57,4.85,Main,,,,,,,,,,,18.26,13.41,21.16,21.16,3.81,1.63,,N,
622,SBF,3b,K3,HADES III,,Quartzite,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Bending,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,29.13,11.79,CoreMaintenance,,,,,,,,,,,25.28,25.28,36.74,36.74,8.52,11.46,,N,
623,SBF,3b,K3,HADES II,,Quartz,0%,,Core,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bipolar,Irregular,Cubic,0%,3,2,0,5,6,14.02,32.22,32.22,17.54,12.76,10.3,8.07,,Y,
624,SBF,3b,K3,HADES II,,Quartz,10-40%,Cobble,Core,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bipolar,FlatBladelet,Cubic,0%,4,2,0,2,6,14.32,30.41,30.41,15.74,15.74,7.91,5.1,,Y,
625,SBF,3b,K3,HADES II,,Silcrete,1-10%,Cobble,Core,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Inclined,Radial,Cubic,1-10%,8,6,5,3,13,19.68,48.35,48.35,44.41,38.19,19.71,40.47,,Y,
626,SBF,3b,K5,EAGLE HEARTH (M.O.H.),,Quartz,0%,,Flake,Fragment,,,,,,,,,,,,,,,,,,,,,,No,,Step,,,,,,,,,,,,,RECTANGULAR,,,,,,,,,,,,,,,,12.74,,5.36,,2.79,0.4,,N,
627,SBF,3b,K5,EAGLE HEARTH (M.O.H.),,Quartz,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,16.61,5.99,Main,,,,,,,,,,,12.21,12.21,18.16,16.28,3.66,1.08,,N,
628,SBF,3b,K5,EAGLE HEARTH (M.O.H.),,Quartz,10-40%,Cobble,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Bending,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,Yes,17.8,4.45,CoreMaintenance,,,,,,,,,,,7.71,7.71,17.93,16.04,2.68,0.65,,N,
629,SBF,3b,K5,EAGLE HEARTH (M.O.H.),,Quartz,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,TRAPEZOIDAL,NotPrepared,No,14.71,7.66,Main,,,,,,,,,,,6.93,6.93,15.64,9.46,5.35,0.58,,N,
630,SBF,3b,K5,EAGLE HEARTH (M.O.H.),,Quartz,10-40%,Cobble,Flake,Proximal,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Indeterminate,,,,,,,,,,,,,TRAPEZOIDAL,NotPrepared,No,7.31,1.87,,,,,,,,,,,,10.34,,8.66,,2.74,0.28,,N,
631,SBF,3b,K5,EAGLE HEARTH (M.O.H.),,Quartz,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Step,,,,,,,,,,,,,RECTANGULAR,Indeterminate,No,4.47,2.35,Main,,,,,,,,,,,10.47,10.47,6.26,5.11,3.59,0.31,,N,
632,SBF,3b,K5,EAGLE HEARTH (M.O.H.),,Quartz,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Bending,Step,,,,,,,,,,,,,RECTANGULAR,NotPrepared,Yes,6.28,3.31,Main,,,,,,,,,,,10.36,10.36,9.09,7.26,2.68,0.37,,N,
633,SBF,3b,K5,EAGLE HEARTH (M.O.H.),,Quartz,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Bending,Feather,,,,,,,,,,,,,TRAPEZOIDAL,FacetWithBulb,No,7.58,4.75,Main,,,,,,,,,,,7.41,7.41,12.72,11.54,2.47,0.27,,N,
634,SBF,3b,K5,EAGLE HEARTH (M.O.H.),,Quartzite,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,6.03,2.88,Main,,,,,,,,,,,5.64,5.64,10.42,10.42,2.02,0.1,,N,
635,SBF,3b,K5,EAGLE HEARTH (M.O.H.),,Quartzite,0%,,Flake,Mesial,,,,,,,,,,,,,,,,,,,,,,No,,Indeterminate,,,,,,,,,,,,,RECTANGULAR,,,,,,,,,,,,,,,,11.31,,7.43,,2.39,0.25,,N,
636,SBF,3b,K5,EAGLE HEARTH (M.O.H.),,Quartzite,0%,,Flake,Distal,,,,,,,,,,,,,,,,,,,,,,No,,Bipolar,,,,,,,,,,,,,TRAPEZOIDAL,,,,,,,,,,,,,,,,17.54,,15.4,,3.04,0.98,,N,
637,SBF,3b,K5,EAGLE HEARTH (M.O.H.),,Quartzite,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,Yes,15.72,12.79,Main,,,,,,,,,,,31.69,29.47,19.47,19.16,7.31,6.28,,N,
638,SBF,3b,K5,EAGLE HEARTH (M.O.H.),,Quartzite,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Bending,Feather,,,,,,,,,,,,,TRAPEZOIDAL,NotPrepared,No,30.45,10.5,Main,,,,,,,,,,,34.06,34.06,48.49,40.55,9.8,20.78,,N,
639,SBF,3b,K5,EAGLE HEARTH (M.O.H.),,Silcrete,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Step,,,,,,,,,,,,,TRAPEZOIDAL,NotPrepared,No,4.54,2.01,Main,,,,,,,,,,,10.22,10.22,10.3,7.16,4.14,0.39,,N,
640,SBF,3b,K5,EAGLE HEARTH (M.O.H.),,Silcrete,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,12.09,6.01,Main,,,,,,,,,,,15.15,15.15,18.88,17.06,5.3,1.42,,N,
641,SBF,3b,K5,EAGLE HEARTH (M.O.H.),,Quartzite,0%,,RetouchedTool,Complete,,MinimallyRetouched,MarginalEdgeShaping,Dorsal,4,2345,4.78,1,2.87,3.75,5.21,,,,,,,,,,,,,,Flake,,,,,,,,,,,,OVAL,,,,,Main,,,,,,,,,,,60.61,60.61,49.33,47.47,10.19,41.35,,Y,
642,SBF,3b,K5,EAGLE HEARTH (M.O.H.),,Quartzite,0%,,RetouchedTool,Complete,,MinimallyRetouched,MarginalEdgeShaping,Ventral,2,56,3.79,1,3.07,3.89,6.92,,,,,,,,,,,,,,Flake,,,,,,,,,,,,TRIANGULAR,,,,,Main,,,,,,,,,,,54.13,44.58,21.87,19.62,13.37,19.42,,Y,
643,SBF,3b,K5,EAGLE HEARTH (M.O.H.),,Silcrete,0%,,Flake,Proximal,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Indeterminate,,,,,,,,,,,,,RECTANGULAR,FacetWithBulb,No,14.01,6.84,,,,,,,,,,,,24.94,,24.12,,6.95,5.67,,N,
644,SBF,3b,K5,EAGLE HEARTH (M.O.H.),,Silcrete,0%,,RetouchedTool,Proximal,,MinimallyRetouched,MarginalEdgeShaping,Dorsal,2,34,1.66,1,1.61,1.52,1.3,,,,,,,,,,,,,,Flake,,,,,,,,,,,,RECTANGULAR,,,,,,,,,,,,,,,,20.1,,17.75,,5.02,2.16,,Y,
645,SBF,3b,K5,EAGLE HEARTH (M.O.H.),,Hornfels,0%,,RetouchedTool,Complete,,MinimallyRetouched,MarginalEdgeShaping,Both,4,4567,2.53,1,1.93,2.68,2.66,,,,,,,,,,,,,,Flake,,,,,,,,,,,,RECTANGULAR,,,,,Main,,,,,,,,,,,21.49,21.49,28.43,28.43,4.29,4.16,,Y,
646,SBF,3b,K5,EAGLE HEARTH (M.O.H.),,Quartz,0%,,Core,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bipolar,CoreReducedPiece,Cubic,0%,3,2,0,1,6,8.03,16.61,16.61,10.25,8.54,3.97,0.74,,N,
647,SBF,3b,K5,EAGLE HEARTH (M.O.H.),,Quartz,0%,,Core,,Fragment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bipolar,Irregular,Spherical,0%,3,2,0,2,8,11.23,23.73,,13.35,,7.87,3.52,,N,
648,SBF,3b,K5,EAGLE HEARTH (M.O.H.),,Quartz,0%,,Core,,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bipolar,FlatBladelet,Cubic,0%,5,2,0,1,6,26.37,40.99,39.2,27.63,27.63,5.88,10.62,,N,
649,SBF,3b,K5,EAGLE HEARTH (M.O.H.),,Quartzite,0%,,Core,,Fragment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Platform,Irregular,Cubic,60-90%,3,2,1,2,6,45.29,58.94,,75.51,,13.6,85.6,,Y,
650,SBF,3b,K5,HARD PHOENIX,,Quartz,1-10%,Outcrop,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,8.42,6.74,Main,,,,,,,,,,,14.64,14.64,8.82,7.67,8.1,1.37,,N,
651,SBF,3b,K5,HARD PHOENIX,,Quartz,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Bending,Feather,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,7.1,3.81,Main,,,,,,,,,,,20.6,19.28,12.38,9.69,3.8,0.9,,N,
652,SBF,3b,K5,HARD PHOENIX,,Quartz,0%,,Flake,Mesial,,,,,,,,,,,,,,,,,,,,,,No,,Indeterminate,,,,,,,,,,,,,RECTANGULAR,,,,,,,,,,,,,,,,4.91,,13.83,,3.49,0.24,,N,
653,SBF,3b,K5,HARD PHOENIX,,Quartz,0%,,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Hertzian,Step,,,,,,,,,,,,,RECTANGULAR,NotPrepared,No,2.55,2.11,Main,,,,,,,,,,,7.29,7.29,8.87,8.44,2.44,0.21,,N,
654,SBF,3b,K5,HARD PHOENIX,,Quartz,1-10%,Cobble,Flake,Complete,,,,,,,,,,,,,,,,,,,,,,Yes,Bending,Feather,,,,,,,,,,,,,TRAPEZOIDAL,ResidualFacetWithBulb,No,8.79,1.94,Main,,,,,,,,,,,9.24,8.63,11.53,9.95,2.04,0.27,,N,
